,User,Tweet
2395,DadTiagol,@MailOnline What made the prime minister think this person was in business. The PM really isn't living in the real world.
2396,IanJoeGrant,"@Parody_PM Ladies and gentleman I give you The Prime Minister of Great Britain &amp; Northern Ireland 
His lesson today is Sincerity &amp; Empathy 
When you can fake that, then the sky really is the limit"
2397,ddkpondy,"Join Prime Minister Shri Narendra Modi's #MannKiBaat @ 11:00 AM tomorrow.. Listen to the Tamil version Mann Ki Baat, ""Manadhin Kural"" immediately after the PM's broadcast and again at 8 PM tomorrow on DDPuducherry.
#ddkpuducherry #PMModi #MannKiBaat https://t.co/Dor3ck1Oj7"
2398,lorenzoFCIM1908,"@DustinJM87 @mikeabel77 @DavidRAF303 @CP24 He's the Prime Minister of Canada, you expect him to fly Air Transat down to Jamaica? As if he's the first PM to travel on tax payer dollars. The president of the U.S spends millions to move from one city to the next."
2399,oliver_drk,"This is symptomatic. I thought UK's prime minister Rishi Sunak would finally rise to the occasion, leave ideological mantras behind and acknowledge that Britain is in pain. But he's completely out of touch and on track to be the worst PM."
2400,NewsleadIndia,"CM Yogi meets Prime Minister Modi, praises PM on 81 crore food grain scheme https://t.co/9OfjIxI4Mx"
2401,Deepakpfj,"Congrats to #Fiji and her people on the successful conclusion of its constitutional processes towards the appointment of the Prime Minister. Congrats to PM  @SitiveniRabuka and Vinaka vakalevu Hon. Bainimarama for his service, leadership. A peaceful and blessed Christmas to all."
2402,AviBhagan,"@allanh489 @AmerZahr The last peace deal was ended by the assassination of the Israeli prime minister by a Zionist, and the next PM ripping it up.

Israel ended every version of a two state peace deal.

The only time the Palestinians resisted was in 1948."
2403,LadiDairo_,This is MY Prime Minister. The other one y'all think is PM is just squatting in @10DowningStreet.
2404,RohitKu56762491,PM Modi addresses 75th 'Amrut Mahotsav' of Shree Swaminarayan Gurukul Sansthan Swaminarayan Gurukul Sansthan Amrut Mahotsav: Prime Minister Narendra Modi addressed the 75th Amrut Mahotsav of Shree Swaminarayan Gurukul Rajkot Sansthan via video-conferencing today (December 24… https://t.co/D0scOsZyBj
2405,bijendersha,PM congratulates Sitiveni Rabuka on his election as the Prime Minister of Fiji https://t.co/5a44pyXE81
2406,DDNewslive,"PM @narendramodi congratulates @slrabuka on his election as Prime Minister of Fiji

@HCI_Suva"
2407,Kalil_R91,"Listen, I've never been a Prime Minister before - I've not seen the job spec.

BUT...

If I were PM, and met someone that was homeless in the country I govern, I'd speak a bit more compassionately about alleviating their plight first and would THEN dive into business plans."
2408,ArgusNews_in,"Prime Minister #NarendraModi congratulates Sitiveni Rabuka, newly elected PM of #Fiji.

""I look forward to working together to further strengthen the close and long-standing relations between India and Fiji,"" tweets PM Modi

#SitiveniRabuka https://t.co/aU4cl2LDZX"
2409,UltimatumArmada,"Prime Minister @narendramodi congratulated Fijian politician Sitiveni Rabuka @slrabuka on his election as the Prime Minister of Fiji. 

""I look forward to working together to further strengthen the close and long-standing relations between India and Fiji"": PM Modi"
2410,StephenBrown4TU,"Prime Minister, ex-investment banker and hedge funder responsible for the crash of 2008, here talking to a homeless person about the ‘city’ in the middle of a crisis of his party’s making. The PM could end homelessness in the stroke of a keyboard. Utterly divorced from reality."
2411,PKarumanchi,@rashtrapatibhvn Pm Modi never attends Christmas nor he allows Christmas at his official residence.@PMOIndia pure hindoo citizen prime minister.
2412,rishhikesh,"Indian PM congratulates @slrabuka on his election as the Prime Minister of Fiji. 
 
""I look forward to working together to further strengthen the close and long-standing relations between India and Fiji,"" Modi said."
2413,MyInfo75815757,@narendramodi @slrabuka Today our congratulations to @sIrabuka on your election as the prime minister of fiji for strangthnes cooperation india-fiji global partners for economic long relationship global economy. To pm @narendramodi ji and @sIrabuka. To God bless you
2414,WaltherOld,"@BorisJohnson Poll Best PM 2022 
Boris Johnson: 28%
Rishi Sunak: 19%
Liz Truss: 1%
None of them: 46%

""None of them"" regarded as the best Prime Minister. 
Well done on being 2nd best"
2415,yuvaswapan,Congratulations @slrabuka on your election as the Prime Minister of Fiji. I look forward to working together to further strengthen the close and long-standing relations between India and Fiji..PM Modi https://t.co/BKSBnbUVvA
2416,Steven_Brosnan,"This is horrendously awkward.
Prime Minister serving in a homeless shelter:

PM: “Do you work in business?”

Man getting food in homeless shelter: “No, I’m homeless”

How out of touch with real life to say this????"
2417,bulbulroymishra,Congratulations @slrabuka on your election as the Prime Minister of Fiji. I look forward to working together to further strengthen the close and long-standing relations between India and Fiji..PM Modi https://t.co/eRXSAcy6lN
2418,RohitKu56762491,PM Modi addresses 75th 'Amrut Mahotsav' of Shree Swaminarayan Gurukul Sansthan Swaminarayan Gurukul Sansthan Amrut Mahotsav: Prime Minister Narendra Modi addressed the 75th Amrut Mahotsav of Shree Swaminarayan Gurukul Rajkot Sansthan via video-conferencing today (December 24… https://t.co/MMMwvRv1x0
2419,BarnettAdrienne,"Please sign this petition to prevent grave harm to a 2-year-old by placement with an abuser. Prime Minister Anthony Albanese: PM, Intervene to stop an Aboriginal child from being removed from her mother and Country - Sign the Petition! https://t.co/QbDeD1yP8j via @UKChange"
2420,Mohsinb42479986,@CMOfficeAssam @narendramodi our beloved prime minister is running swachh Bharat abhiyan than why not you people are making toilets in school ? Even govt is giving money to built toilet at home to live with dignity thankyou pm
2421,twuntish,"@gallusaye @treflesg @GoodwinMJ Yes, the party that brought the UK's first female Prime Minister, and its first non-white PM, that legalised gay marriage, ""holding Westminster back"" 🙄 Meanwhile, @uklabour gave us a Scottish war criminal."
2422,probably_huuman,"the prime minister..
this is how you know the poltical systems around the world that are fucked, i dont care whether its that he as pm cant actually do anything or that he doesnt want to (spoliers he could house everyone there out of his own money if he wanted to)"
2423,admcollingwood,"@freddiesayers @guardian ...that did not hold for *British* titles and names, where they were always and everywhere capitalised (so ""...the Prime Minister said"" when it's the British PM, but ""...the prime minister said"" when it's the Canadian PM). That, however, doesn't feel as though it would...2/3"
2424,KumarSatyavrat2,"Wah Modi ji aur BJP ka pitthoo CORONA 🤔
Parliament me PM aur sabhi MP mask lagakar corona se bachte hue
# 3 ghante baad Minister piyush goel , saikdon bacchon se rubroo , lekin Mantri jee , saikdon bacche bina mask ke🤔
Kya bahana bharat jodo yatra hee ?, https://t.co/YfH7TXbBc3"
2425,StigmabaseU,"{IN Fighting Stigma} PM Modi says India preparing educational system that is futuristic: New Delhi: Prime Minister Narendra Modi on Saturday said with the New Educational Policy, India is preparing an educational system that is futuristic, and added the… https://t.co/PVmBiHZE7c"
2426,LokmatNewsEng,"#lookback2022 #lookback2022politics #liztruss #liztrussresigned
Biggest Political News of the Year: Liz Truss exit as British PM within 45 days
British prime minister Liz Truss stepped down as British Prime Minister within 45 days of coming into power
https://t.co/4jMYQIyDsf"
2427,jaggirm,"#VeerBalDiwas on the celebrations of azadi ke Amrit mahotsav PM Modi announced to celebrate 26th Dec. as veer Baal veer
On 26 Dec. Prime Minister Modiji along with Amit Shah shrimati Meenakshi lekhi &amp; other will address the nation from Major Dhyanchand 🏟️ stadium at 11:00 a.m. https://t.co/ROmQS4F3Zn"
2428,ANGELIC1612,"BORIS LIED TO THE PUBLIC SO MUCH SINCE COVID YET HE IS VOTED THE MOST COMPETENT PM OF https://t.co/6qHDuF9kTm...
Boris Johnson seen as ‘most competent’ prime minister of 2022, poll reveals https://t.co/QO1sWu3T7H"
2429,asiftariq1009,@ReaderGeeked Beshak galeez rundiyon k bazari bachy sb pti dy andar hahahahaha Zahir ha Jin ka leader 1 ex pm nhi xxx prime Minister ho us k supporters pornstars k bachy hi ho sakty hain hahahahaha
2430,NiliSaar72,"Our Prime Minister is ‘sad &amp; disappointed’

He wasn’t elected by us, our real PM would’ve resolved this situation by now"
2431,banglanews_eng,"AL leaders, activists must remain united to resist conspiracies: PM   Awami League President and Prime Minister Sheikh Hasina on Saturday asked party leaders and activists to remain united in order to resist conspiracies and advance https://t.co/JQMWSXIKOl"
2432,RohitKu56762491,PM Modi addresses 75th 'Amrut Mahotsav' of Shree Swaminarayan Gurukul Sansthan Swaminarayan Gurukul Sansthan Amrut Mahotsav: Prime Minister Narendra Modi addressed the 75th Amrut Mahotsav of Shree Swaminarayan Gurukul Rajkot Sansthan via video-conferencing today (December 24… https://t.co/NiJ0tkojR8
2433,VoxDei1960,"@dailytelegraph If the ALP believed a Voice would help, they'd give them the BIGGEST Voice they could by making a First Nations MP the Prime Minister. But they don't. Only White people can be PM. #Albo #littleVoiceOnly #auspoll"
2434,001_LDN,@iam_EthanHanlon @SkyNews His job is prime minister of a divided country. His job is to make a Christmas message to try to unite &amp; support the country. His choice was to call 4 ppl. He’s a failure at his job. Just like the previous 2 Tory PM’s this year. He’s hiding b/c he can’t do his job.
2435,MathewHulbert,"Billionaire Prime Minister to homeless man: ""What are you doing this weekend? What are your plans for Christmas?""

Homeless man: ""Trying to find some temporary accommodation."" 

The PM couldn't give a shit, could he?
He couldn't care less if he tried!"
2436,pngfacts,PNG PM Marape announces the Appointments of ICAC Top 3 Positions: PNG Prime Minister James Marape has announced the appointments for the top three positions of the Independent Commission Against Corruption or ICAC.The appointments are a critical step… https://t.co/RY1eN4VsBk
2437,FaisalB03265422,"We request Prime Minister, federal government and sindh government to make PM's youth scheme candidates permanent. @MNAmandokhail"
2438,Kerry01806688,@Parody_PM Looks like his been in the gym. Has he taken the weak prime minister accusations literally? 🤦🏻‍♂️
2439,KUNJIKKANNAN1,Christians should not disgrace India by saying that a retard like Pappu can be the PM. Irrationally being abusive to Prime Minister MODI &amp; treasonously licking the boots of China &amp; Pak &amp; pretending to be Hindu while being raised as a catholic by Bartender will disqualify.
2440,banglanews_eng,"PM: Stop provoking war  Awami League President and Prime Minister Sheikh Hasina on Saturday made a call to world leaders not to provoke Ukraine-Russia war and end it immediately.""I https://t.co/b6Q2OTB3Th"
2441,RohitKu56762491,PM Modi addresses 75th 'Amrut Mahotsav' of Shree Swaminarayan Gurukul Sansthan Swaminarayan Gurukul Sansthan Amrut Mahotsav: Prime Minister Narendra Modi addressed the 75th Amrut Mahotsav of Shree Swaminarayan Gurukul Rajkot Sansthan via video-conferencing today (December 24… https://t.co/95EH0JSdV4
2442,Clarioncall18mi,"@BodieRichards @markjenkinsonmp @Keir_Starmer @UKLabour @labourpress @Conservatives @RishiSunak Oh really, your very misinformed ! when we’re the Tory members given a vote on who became Prime Minister this time around after the incompetence of 3 PM’s in a year ? &amp; 12 years of @Conservatives inept incompetence? Why did thousands of members defect to @reformparty_uk ?"
2443,Daviemoo,"I don’t want a prime minister who staffs places like this, stuffs them with cameras to masturbate his ego. I want a PM who will shut these places down through lack of use. Bog off you unelected millionaire.  https://t.co/BMZVGyWGui"
2444,yamanoffl,@MIB_India @ianuragthakur @Murugan_MoS @PIB_India @airnewsalerts @DDNewslive @AmritMahotsav @MinOfCultureGoI @ianuragthakur you are the worst minister in PM Modi's cabinet. if you don't know about the history shut your ass.
